33,9179392d-9c08-40e6-a058-7da154d1d186,flowering period grain yield
34,737c62b4-7288-43d0-8f97-44a07cdcec65,deep placement phosphorus cereal yield
35,a8467a68-b68f-4e42-9ef4-f25379a0a35a,intensive system soil water
36,63848274-0055-4cf1-a734-f7f1702b187a,soil organic carbon pasture
37,18f2404f-f066-44c0-b330-c613475e03a4,chickpea deep palcement phosphorus potassium
38,032d334c-ffc9-4d20-bd99-e9e05e250417,powdery mildew mungbean
39,271116d2-936b-43b8-943c-92f48f347695,water use efficiency crop rotation
40,15ad82f4-c56c-4298-b490-58a2faa0f535,pulse crop plant available water
41,35d3f2bb-0063-4168-bb46-35cb7544fb7e,crop rotation legume
42,85053149-485a-46cb-8d6b-1f63e59472fe,yield evaporative stress
43,c0a12088-c5ae-4fdb-998c-77c9829f17ae,deep placement phosphorus yield
44,39c9ba40-8918-443c-b449-92d6d7d92301,herbicide plant back period
45,2f78005e-8ed8-4060-b59c-5f63f8614042,deep placement phosphorus economic
49,e8d2d509-adfc-43fd-a2cf-5d64027286e6,herbicide mixture weed control
50,c889798c-d44c-420f-aab3-1e03e0ae1482,grain yield deep placement phosphorus
51,2f7f037e-8415-48c6-9d9c-6f06d425d560,cover crop soil moisture
52,72d17241-85ad-4885-9ca2-fd6cf674f45d,deep banded phosphorus yield
53,37d8446b-57b3-4983-b1bf-75c9d8cd1cfa,row spacing maize yield
54,f3795e7b-1798-4e47-8d29-bb9f1a83d2f4,mungbean row spacing profitability
60,38816577-9c50-4209-8832-7e75d3b75bb8,phosphorus potassium sulfur yield
61,74a0327c-8c3e-48e4-9515-bd9285b4aac5,water limited yield potential underperformance
62,3a9fbd6b-7684-4217-9734-6b58a1cad613,mungbean innoculation
63,3b004763-3735-4d81-8f88-5b3daaea0b7b,phosphorus response yield
66,2724bd37-5010-4cff-8d31-f9cd1902fe59,planting time yield
68,d0cf23c8-a710-4f29-ad50-c3e891d425ff,flowering temperature yield
69,96d9bb10-0d33-4c20-8ead-40c496221d99,farming system intensity
70,591ec284-301a-40fa-863f-8a14761fae9e,deep placement phosphorus cereal yield
71,fed08af6-a889-418a-ae03-f41768cc5e7e,mungbean powdery mildew
72,83ffb0d8-6b41-4312-b512-d3344365a8fa,sodicity soil structure
74,48c11016-51b6-4ff6-8022-8947d0b91cbc,plant population yield
75,e8f7f330-cd93-4cfd-96f6-67f13a3ab29d,wheat variety planting date
76,b641ba3d-68ad-471a-a99c-5e455c2c9505,plant establishment row spacing
77,b2f07235-890b-4dfa-b5fa-434df3be5468,SuntopP nitrogen
78,92dcc535-9f52-42d0-8ebe-c3f1f21c5ab9,stress sorghum
79,6a70d76e-b491-482f-a664-3a1c54f48d8b,soil organic carbon fallow period
80,503b97b3-1d6b-45e9-bf56-f16a9fce1ff1,mungbean plant population yield
81,3649bbb1-2e56-4b56-ba5c-1f6a79766d50,Colwell P deep placement phosphorus
87,d2d8a904-8f8b-4a14-adf3-5a08c63c0978,vetches disease
88,d3123754-b016-4a58-bded-27e8022d6b7e,clover acidity
94,67e83cbb-41c2-4d81-8100-eb5c80fe501b,Queensland
95,bbd9ed9f-f210-4e81-9d7c-fe612d21aae3,economics of deep P
96,10a7e5bb-ca27-4123-9ae4-338047e9454a,reliability of deep P responses
97,20c96350-27f2-48a8-ac1b-78d699343600,5 mg/kg colwell
102,6504fbbc-d62f-4ce5-aa73-756b526daa94,legume  break crops
103,8f2f1f17-71ae-4b27-8601-52e04f7df2e7,root lesion nematodes
104,cf339535-3afe-4d36-b113-6350197c274b,fallow efficiency
105,eaa011e0-53ca-4a6f-b125-40772f58d519,removal of lucerne phases
111,8ef50450-c493-418f-accc-53185b4acd14,soil nitrogen and nodulation of mungbeans
112,eb688509-512c-4347-b40a-2d1c5c15d020,deep p
113,2af014ef-5164-43d9-be32-4d53941c5cd7,deep phosphorus
114,4668dbac-e17b-46c9-8e1f-03293e43b2be,row spacing and powdery mildew
115,e4a5bfdb-c62c-4a70-9735-280b8c71b9e7,phosphorus removal wheat grain
117,370c230d-cb9e-4b6f-b647-ca67244794f6,Sulfur sunflower yield
119,39fb7090-0714-4f49-a32f-20604aa89755,break crop root leison nematode
120,82600268-e8b3-45d3-b4c5-b3db546ec359,cover crop soil water
121,f7184b30-c77d-493e-940a-d1d56c91975e,phosphorus starter application yield
122,fdc4ab7d-5157-4beb-891c-16c41f331005,residual herbicide fallow weeds
123,daabc99d-a494-42ba-bb75-d3b87ba64369,variety powdery mildew rating
124,9c3e2983-9ae1-4e59-9b84-52cb9e0eb0cb,plant population wheat yield queensland
129,a43931fd-d207-406f-a90f-dd319ae9e265,fertiliser yield subsoil constraints
130,4815f26e-196e-46cb-84ae-9382cb076029,fungicide application
131,44709ac2-d1c3-468f-8a8b-cdd7140d4bab,root activity soil moisture
132,00e858f2-6d0b-4f1b-8f08-81c112edb7b8,phosphorus deep placement season
133,432417a7-abe8-42da-9eff-d8b90d821608,flowering date yield
134,6515d24f-f7cc-42a5-8f24-7967e3a99729,herbicide summer grass control
135,5e9a17ca-7e71-4284-a3b1-dc979e515202,crop rotation profitability
136,bfea272c-547b-4820-b441-22b8e58dc67d,mungbean roots and fertiliser
137,74a6fe65-b951-473a-a77d-3e260a410b59,sorghum central queensland planting time
138,8ae4a397-ea36-4bfe-a4ae-506fd76d0a59,pasture phase soil organic carbon
139,c1b060fb-4a49-4b0f-bd9f-6f8d5291c6cf,stubble cover soil water
140,44ebfa49-a0e4-4871-a38d-fed014c7b274,herbicide weed control mode of action
141,78da9646-36a4-4bac-93b5-ce13319b76e5,cover crop yield
142,109be766-5e8f-4cf0-b26a-d42fd6f2f273,pasture phase mixed pharming profitability
146,ae422ef1-60b0-4dbb-ac5e-a4660ae66723,deep placement phosphorus economic response
147,e54f5bc3-cef0-4b98-be7a-11c379e0053a,farming system performance Queensland NSW
148,732ac632-1a84-4223-8a2e-8d59f8017508,deep banded nutrients plant uptake
149,01f2a21f-02c3-4a46-b4a1-91eeca022593,deep placement phosphorus nitrogen
150,428caf3e-56b5-404b-a1df-b1d0c8fcb644,manure crop performance
151,86314472-06f5-4f40-bb0b-b2a91e624a34,residual herbicide mixture cost
152,d74e7527-ea18-4efd-823a-0f6227e7c08c,mungbean row spacing
154,c43d07f2-006f-4a18-a4c1-47f279bfdbdb,sorghum deep placement phosphorus yield
155,01704a22-b713-43e5-bb1c-d5c9b2105104,row spacing grain yield
156,c94e9bc4-9558-4ecc-b0c1-43ef6687b3d2,pasture soil organic carbon
157,0a4ac9eb-5898-4c0f-958e-d4fe40dbc45f,in-crop rainfall pod set
158,9ee56cae-ccf6-4870-8f98-2f00eee9bc74,manure yield
159,48fb76bf-a673-4c39-91e6-4111f942ade0,grain yield deep phosphorus sorghum
160,3c4ce120-f18c-4a79-b596-8808b8236cdf,sorghum deep placement phosphorus yield
161,bc159145-7963-4bca-87dc-0e9d00e0535d,soil cover soil water
162,6db7b6ff-dbdd-4930-b241-0c9f9f564186,chickpea rooting depth
163,3f1f437a-1b76-48d4-aa77-444f5885fe5d,nodulation mungbean soil nitrogen
164,0b97f920-728f-4449-a30a-8510bed46c7f,soil nitrogen rhizobia population
165,2f495666-3dcb-4059-93ef-0d8f767c2168,summer cropping central queensland
166,3b93229a-ed05-46b6-bb6a-c7848a1d7854,subsoil phosphorus response
167,576b529d-ed68-4ea0-8b18-886724f9a31b,crown rot durum wheat
168,12246661-a0e2-44b1-9a4e-52cd83745906,row spacing dry season
169,d1e4acba-ef4b-419c-84f5-13d2a9030522,pulses nitrogen fixation
170,37cffa36-ed5c-4f33-80c8-e1927ade6131,sorghum MR-Buster
173,3e3b5ff1-b6fd-421e-84a3-1677e83c4214,row spacing harvest index
174,45cf3c57-978e-46f9-bc86-7d557c195c35,narrow row spacing dry matter yield
175,68c7f19a-e840-4f31-89c3-b5d5047fd00e,deep phosphorus chickpea
176,928f9d91-9bf0-4d65-b334-2161dfd44c58,cover crops fallow water storage
177,c2dd4bf5-9e7a-4e0f-b52c-e4b96ca45361,glyphosate resistance
178,f58dd896-43ee-49bd-b5db-3a0a412b96ce,herbicide efficacy
181,d554ff2c-fb8c-4e8a-a7b5-6f9836793d67,planting date variety
182,880e95d6-04ff-4575-956d-7ddf80df0873,season deep placement phosphorus yield
183,41de796a-49fe-4c13-b43c-394f33698e97,time of sowing yield
184,79663aa8-3d57-462b-82fe-0f1c09847fa2,planting density wheat yield
185,f4869f4d-8885-4d75-95e1-6dccde31b43d,plant population yield decline
186,6fec11b9-2163-4c2f-9291-cbddc0f8f945,residual herbicide weed control
188,3f4a704f-b5d3-4b3b-b22e-b242abcae97a,phosphorus band spacing deep placement
189,3437cec8-3ac0-4266-9e64-d17e09e8d2a5,nitrogen yield potential
190,fb72605c-2c33-4e92-ba0d-8a0f9864d6b1,deep application phosphorus season
191,4b5173dd-0da0-4fcd-b26c-8b1fa29e75db,plant population variety
192,8803c93e-9ac7-4769-ae00-e4f973e65028,vetch barley cropping system
193,761109b1-20f7-40a8-88d6-298db6609b7e,sugar beet drought stress
194,59529173-9d91-4ec5-a742-ada97cc0ecd6,phosphorus rice
195,b60ae4d2-d3e8-4d36-9eef-444277cea96d,How much will grain prices affect the relative returns from different grain cropping systems in Queensland?
196,8bfccbab-fdc1-4a20-9099-05a4ad0dcd12,pastures impact on soil carbon
197,77bd9ff8-9a90-4a53-901a-98b60511a7cb,deep p bands
198,8c864cab-bddc-495f-bca9-1b3f864240fc,rainfall lost to evaporation
199,01dfeeb3-d2e7-49fd-a885-ac2b3adc1412,canola blackleg
200,b7aaf84c-57ec-4241-8b43-c50913a361d6,soil organic matter 
201,e73b48bd-0ccf-4979-8594-02e9949b5cf5,cover crops
203,aeaac4f9-b85d-4cf5-9c76-621afcf18575,farming system performance
204,318080c6-1268-4959-bccf-2a827d774e20,drivers of farming systems performance
205,1b90157f-3fe7-4498-9b96-9f37435fedf2,boosting soil organic carbon on grain farms
206,c90ba6eb-5391-4d9d-a8b7-6b5c2028f1ba,loss of soil carbon
207,2d6619bb-4a29-45b7-8e77-4a2e0d01c245,nitrogen and deep phosphorus
208,82e03fce-5d03-4d30-915e-cca13a0bedb1,fallow length
209,3ca34ce7-4fc7-45b6-ba8b-d1bc42a82902,superphosphate for deep applications
